place;COMMUNE;prix;date_end;date_start;Etoiles
36 rue montpensier;;PAU;168;02/12/2022;25/11/2022;5
9 avenue des Mexicains;;JAUSIERS;285;31/07/2021;22/07/2021;3
47 rue de Saumur;;LES HERBIERS;206;22/02/2022;16/02/2022;3
59 Avenue Trespoey;;PAU;249;12/09/2022;07/09/2022;3
5 rue Sainte-Marguerite;;ANTIBES;267;06/05/2023;26/04/2023;1
58 rue Hérold;;NICE;228;19/01/2022;14/01/2022;3
41 Rue des écoles;;PARIS;216;08/11/2023;30/10/2023;3
240 Avenue d'Albret;;RION-DES-LANDES;232;12/07/2023;07/07/2023;4
153 rue des Maures;;CAVALAIRE-SUR-MER;259;23/06/2023;14/06/2023;2
Avenue Napoléon;;CALVI;229;21/06/2023;14/06/2023;5
18 rue Bellevue;;WINGEN-SUR-MODER;116;05/07/2022;27/06/2022;4
12 rue de la tournette;;VEYRIER-DU-LAC;229;17/01/2023;12/01/2023;3
10 rue de Rivoli;;NICE;166;05/04/2022;31/03/2022;5
35 rue du Banquier;;PARIS 13E ARRONDISSEMENT;239;15/08/2022;05/08/2022;5
43 Avenue Bellevue;;NICE;120;06/04/2022;29/03/2022;3
128 avenue henri giraud;;VENCE;119;21/02/2023;13/02/2023;3
24 place d'armes;;HYÈRES;285;18/07/2022;08/07/2022;3
9 villa de Saxe;;PARIS;152;11/06/2024;06/06/2024;5
1111 avenue du Touring Club de France;;SOORTS-HOSSEGOR;212;12/11/2021;03/11/2021;5
20 rue Georges Sorel;;BOULOGNE-BILLANCOURT;198;22/12/2024;12/12/2024;1
16 rue du Phare;;COMBRIT;204;27/10/2021;18/10/2021;3
33 boulevard Victor Hugo;;NICE;140;30/06/2022;21/06/2022;1
11 RUE DU DOCTEUR émile roux;;NICE;162;25/03/2024;18/03/2024;3
615 route des Estrades;;VALLON-PONT-D'ARC;287;01/08/2023;24/07/2023;4
29 rue de Buci;;PARIS 6E ARRONDISSEMENT;286;29/12/2023;19/12/2023;2
19 rue des Lauriers;;TOURNUS;214;09/02/2023;30/01/2023;3
Morne Folie;;LE PRÊCHEUR;261;26/11/2023;16/11/2023;2
98 cours saint-André;;LE PONT-DE-CLAIX;223;07/12/2022;02/12/2022;5
25 cours du Maréchal Foch;;BORDEAUX;122;06/07/2021;30/06/2021;1
23 RUE D'ATHENES;;PARIS 9E ARRONDISSEMENT;188;29/04/2024;19/04/2024;4
28 rue de Lille;;PARIS 7E ARRONDISSEMENT;242;29/06/2021;23/06/2021;4
66 rue du père Corentin;;PARIS 14E ARRONDISSEMENT;90;09/06/2023;01/06/2023;5
ROUTE DU BAGANAIS;;LACANAU OCEAN;126;29/10/2023;23/10/2023;4
5 rue Roque de Fillol;;PUTEAUX;294;14/06/2023;09/06/2023;2
9 Rue des Magasins;;STRASBOURG;97;30/05/2024;24/05/2024;4
79-81 avenue du Maine;;PARIS;229;11/08/2023;02/08/2023;5
2 rue du 8 mai 1945;;CLICHY;96;14/08/2023;07/08/2023;2
rond point des quatre routes;;NÉBOUZAT;91;04/09/2023;29/08/2023;5
11 rue Volney;;PARIS 2E ARRONDISSEMENT;113;14/06/2023;05/06/2023;4
10 rue Gresset;;NANTES;288;23/02/2024;16/02/2024;2
15 avenue des droits de l'Homme;;FONDETTES;115;25/09/2024;16/09/2024;1
1 rue du Puits Gillier;;L'HORME;74;08/07/2022;28/06/2022;5
1 boulevard de la Reine;;VERSAILLES;226;10/07/2021;30/06/2021;2
17 rue du départ;;PARIS 14E ARRONDISSEMENT;85;02/07/2022;27/06/2022;4
89 rue Fondary;;PARIS 15E ARRONDISSEMENT;162;09/12/2021;30/11/2021;4
5 Rue de Berri;;PARIS;277;25/11/2023;17/11/2023;3
33 rue Greyffié de Bellecombe;;MOÛTIERS;231;02/04/2023;28/03/2023;1
26 Avenue Descartes;;BEAUVAIS;64;28/07/2022;21/07/2022;5
7 rue Clément Marot;;PARIS 8E ARRONDISSEMENT;78;27/01/2023;20/01/2023;2
31 promenade des Anglais;;NICE;159;29/12/2021;21/12/2021;3
13 rue de la Paix;;PARIS 2E ARRONDISSEMENT;142;14/07/2022;07/07/2022;3
27 promenade des Anglais;;NICE;161;08/06/2022;01/06/2022;2
34 rue de la Vrière;;LA CHAPELLE-SUR-ERDRE;91;29/03/2022;24/03/2022;1
51 rue du Canal;;PORNIC;233;07/03/2022;25/02/2022;5
36 rue Pierre Demours;;PARIS 17E ARRONDISSEMENT;64;29/04/2023;20/04/2023;3
36 rue Saint-Quentin;;PARIS 10E ARRONDISSEMENT;173;24/05/2022;19/05/2022;4
1 rue du Rocher;;COURCHEVEL;244;05/04/2022;31/03/2022;2
3 rue Mayran;;PARIS 9E ARRONDISSEMENT;254;08/08/2022;01/08/2022;1
1 Rue de Longvic;;DIJON;71;08/12/2023;01/12/2023;1
12 rue d'Austerlitz;;TOULOUSE;258;09/08/2023;31/07/2023;1
18 Boulevard de Verdun;;DIEPPE;86;07/04/2022;29/03/2022;5
11 avenue Édouard VII;;BIARRITZ;146;22/01/2022;14/01/2022;5
11 rue dalpozzo;;NICE;248;07/06/2023;31/05/2023;3
3 rue Vital;;PARIS;210;19/06/2024;10/06/2024;2
10 rue Gabriel Laumain;;PARIS 10E ARRONDISSEMENT;256;23/11/2022;14/11/2022;5
58 route des vins;;BLIENSCHWILLER;174;31/10/2023;23/10/2023;3
65 rue de l'industrie;;THOIRY;112;25/07/2020;17/07/2020;5
le bourg;;SAINT-MICHEL;241;22/06/2023;15/06/2023;3
28A Rue Eugène Dayot;;SAINT-GILLES-LES-BAINS;178;13/10/2022;03/10/2022;1
196 rue de Vaugirard;;PARIS 15E ARRONDISSEMENT;233;16/12/2020;11/12/2020;2
108 RUE Abbé DE L'épée;;BORDEAUX;289;21/12/2024;11/12/2024;1
560 Route de Val Claret;;TIGNES;144;25/04/2023;20/04/2023;4
51 quai de Grenelle;;PARIS 15E ARRONDISSEMENT;64;28/03/2022;22/03/2022;2
2 Place Jean Jaurès;;AGDE;60;14/04/2023;06/04/2023;3
6 rue Beauclair;;AURILLAC;221;06/11/2020;30/10/2020;3
Pointe de la Verdure;;LE GOSIER;157;23/02/2022;17/02/2022;1
1292 ALLEE DES THERMES;;JUVIGNAC;102;06/12/2024;28/11/2024;3
Laval;;JAYAC;120;21/03/2022;14/03/2022;2
82 rue principale;;BATTENHEIM;238;26/07/2020;21/07/2020;5
17 place de Crête;;THONON-LES-BAINS;278;24/04/2022;19/04/2022;2
3 rue des écuries Seigneuriales;;RIQUEWIHR;241;12/07/2023;04/07/2023;2
45 Rue de Stang Venn;;ERGUÉ-GABÉRIC;60;23/12/2022;13/12/2022;1
21 Rue de la Hey;;WINGERSHEIM LES QUATRE BANS;104;09/10/2022;30/09/2022;2
25 RUE DES CINQ DIAMANTS;;PARIS 13E ARRONDISSEMENT;140;01/07/2024;25/06/2024;5
3 rue du Gail;;OBERNAI;221;28/12/2021;22/12/2021;1
10 Rue Du Château;;OSTHOUSE;283;10/10/2022;03/10/2022;5
Ferme du Bois Barbu;;VILLARD-DE-LANS;230;25/10/2021;15/10/2021;5
2 rue des Bains;;LA SOUTERRAINE;143;26/03/2022;18/03/2022;4
66 route du vin;;SAINT-HIPPOLYTE;122;30/11/2022;23/11/2022;1
33 BIS AVENUE BOUCICAUT;;CHALON-SUR-SAÔNE;84;07/10/2023;28/09/2023;1
9 rue de la Grande Chaumière;;PARIS 6E ARRONDISSEMENT;102;16/01/2023;11/01/2023;2
48 rue Vauban;;COLMAR;246;15/03/2020;05/03/2020;3
1 avenue Louis TUDESQ;;BOUZIGUES;84;22/04/2024;15/04/2024;1
Impasse Saissan;;AGDE;140;19/06/2024;14/06/2024;5
6 montée de Pissa Lèbre;;BANASSAC-CANILHAC;296;25/03/2023;20/03/2023;3
1 rue du Milan Noir;;GUÉRANDE;281;19/02/2025;12/02/2025;3
1380 route des Eaux Vives;;COURCHEVEL;95;01/04/2022;22/03/2022;1
61 boulevard Montparnasse;;PARIS 6E ARRONDISSEMENT;115;21/07/2022;11/07/2022;4
39 avenue de l'opéra;;PARIS 2E ARRONDISSEMENT;167;13/11/2022;04/11/2022;1
51 route de Maringues;;PESCHADOIRES;133;16/12/2020;11/12/2020;3
2 rue des Cordiers;;SAINT-MALO;207;08/03/2023;01/03/2023;4
92 rue président édouard herriot;;LYON 2E ARRONDISSEMENT;168;03/12/2022;25/11/2022;4
5 rue de Ponthieu;;PARIS;161;24/04/2024;15/04/2024;3
5 rue de l'étoile;;PARIS 17E ARRONDISSEMENT;135;19/01/2023;10/01/2023;4
16 rue Cambacérès;;PARIS 8E ARRONDISSEMENT;76;26/02/2023;17/02/2023;3
24 rue de Bassano;;PARIS;98;21/02/2022;14/02/2022;2
34 avenue de Wagram;;PARIS 8E ARRONDISSEMENT;263;28/09/2022;23/09/2022;5
19 rue Rennequin;;PARIS;220;18/02/2022;08/02/2022;1
17 rue de Turin;;PARIS 8E ARRONDISSEMENT;295;12/05/2022;04/05/2022;3
41 avenue Marceau;;PARIS;275;12/10/2023;06/10/2023;2
44 rue de l'Amiral Hamelin;;PARIS 16E ARRONDISSEMENT;191;02/10/2022;23/09/2022;2
11 avenue Saramartel;;ANTIBES;252;04/11/2020;30/10/2020;3
Les Michailles;;LANDRY;176;03/08/2022;26/07/2022;3
66 boulevard René Chabasse;;ANGOULÊME;128;22/06/2022;14/06/2022;3
17/19 rue de la paix;;LE TOUQUET-PARIS-PLAGE;296;28/02/2024;19/02/2024;3
15 route d'Angoulême;;CHANCELADE;78;09/07/2022;30/06/2022;1
16 rue d'Antin;;PARIS;156;14/01/2021;08/01/2021;1
143 avenue de Malakoff;;PARIS;75;16/12/2024;10/12/2024;3
10 avenue Mac Mahon;;PARIS 17E ARRONDISSEMENT;102;01/08/2021;23/07/2021;4
36 rue Saint-Ferdinand;;PARIS 17E ARRONDISSEMENT;228;22/01/2022;14/01/2022;4
21 rue Saint-Didier;;PARIS 16E ARRONDISSEMENT;261;22/11/2022;17/11/2022;1
4 rue du village;;MÉTABIEF;78;29/06/2022;22/06/2022;4
26 rue Saint-Augustin;;PARIS 2E ARRONDISSEMENT;208;20/12/2021;15/12/2021;1
65 avenue du Pas des Boeufs;;LE BOIS-PLAGE-EN-RÉ;272;26/05/2022;19/05/2022;3
681 avenue de la Mer;;MANDELIEU-LA-NAPOULE;208;19/09/2021;10/09/2021;1
Nationale 127;;BAGNÈRES-DE-BIGORRE;238;14/07/2021;06/07/2021;5
19 Faubourg Sainte-Catherine;;HAYANGE;291;20/03/2024;11/03/2024;2
9 rue de Beaugency;;OUCQUES;89;29/05/2024;24/05/2024;5
600 chemin des Charmettes;;CHAMBÉRY;287;21/04/2024;11/04/2024;1
Rue de Lavaux;;GEVREY-CHAMBERTIN;255;27/08/2022;18/08/2022;1
Place de la Mairie;;URRUGNE;81;20/06/2024;14/06/2024;5
7 rue de la Lucque, ZA-Ecoparc;;SAINT-ANDRÉ-DE-SANGONIS;249;21/02/2023;13/02/2023;3
5 rue de Tigny;;VALLOIRE;174;18/05/2022;11/05/2022;2
533 Route de la grande ourse, Station de Sauze;;ENCHASTRAYES;151;08/10/2022;30/09/2022;2
2/4 rue Pierre Guerlain;;LE CROTOY;92;20/08/2022;11/08/2022;4
14 PLACE DE L'EGLISE;;BÉDÉE;286;20/06/2020;11/06/2020;4
Allée de Christus;;SAINT-PAUL-LÈS-DAX;233;21/10/2020;15/10/2020;4
41 route de Montpellier;;VIC-LA-GARDIOLE;84;31/01/2023;23/01/2023;5
22 grande rue;;BARBIZON;89;01/03/2022;22/02/2022;5
55 avenue du Général de Gaulle;;SAINTE-MAURE-DE-TOURAINE;178;19/03/2022;14/03/2022;4
11 rue francois gillet;;SAINT-ÉTIENNE;213;03/07/2020;23/06/2020;1
1 rue gaston bonheur;;FLOURE;126;15/11/2022;07/11/2022;4
547 route de Sablet;;SÉGURET;231;11/05/2023;02/05/2023;3
22 avenue Pierre Paul Riquet;;REVEL;146;21/11/2022;14/11/2022;5
1842 chemin du roy;;SAINTE-HÉLÈNE-SUR-ISÈRE;154;13/12/2023;04/12/2023;2
CROIX DE LA BORIE;;SAINT-GENIÈS;146;24/08/2020;19/08/2020;1
Route d’Amou;;SAINT-CRICQ-CHALOSSE;187;27/03/2022;21/03/2022;5
Lieu-dit Lumières;;GOULT;132;18/10/2020;09/10/2020;2
25 route de Parthenay;;SAINT-JEAN-DE-THOUARS;196;17/12/2022;08/12/2022;1
15 rue de Constantinople;;PARIS;259;14/01/2024;04/01/2024;1
22 ter rue des Livraindières;;DREUX;99;22/02/2023;15/02/2023;5
22 CHEMIN DE CANTELAURIOL;;SARLAT-LA-CANÉDA;270;09/11/2022;02/11/2022;5
RUE DU PORT;;ÎLE-D'HOUAT;298;01/05/2024;22/04/2024;1
132 Boulevard de Brou;;BOURG-EN-BRESSE;298;04/03/2023;23/02/2023;2
32, Résidence Les Hauts de Saint-François;;SAINT-FRANÇOIS;233;14/09/2024;05/09/2024;2
171 Avenue des Thermes;;GRÉOUX-LES-BAINS;256;22/02/2023;13/02/2023;4
1 rue Désiré le Hoc;;DEAUVILLE;139;11/06/2024;04/06/2024;1
Les Eucherts;;MONTVALEZAN;85;28/03/2024;18/03/2024;3
1 RUE DES MAGNOLIAS;;AJACCIO;252;23/09/2024;18/09/2024;4
7 avenue de Binghamton;;LA TESTE-DE-BUCH;74;08/03/2023;01/03/2023;3
36 Rue du Docteur Piasceki;;LE HAVRE;97;18/03/2023;13/03/2023;2
13 rue Lafon;;MARSEILLE 6E ARRONDISSEMENT;176;30/03/2023;23/03/2023;1
2 Place Kellermann;;OULLINS;249;07/12/2022;28/11/2022;1
13 rue de la Motte;;ROUEN;131;26/07/2023;17/07/2023;4
2 Boulevard Vauban;;DOUAI;272;09/05/2023;04/05/2023;1
3 avenue René Cassin;;GUÉRET;153;16/03/2024;07/03/2024;1
14, place du Général de Gaulle;;LENS;63;07/08/2022;28/07/2022;5
333 RUE DE L'ESSERT;;LES HOUCHES;134;21/11/2023;15/11/2023;2
03 rue Forest;;PARIS 18E ARRONDISSEMENT;168;25/07/2023;17/07/2023;1
AVENUE BASTIA;;PORTO-VECCHIO;259;28/12/2023;21/12/2023;4
350 route du Nant;;PRÉVESSIN-MOËNS;205;19/12/2024;09/12/2024;5
1 Ter route de Fougères;;CESSON-SÉVIGNÉ;112;07/07/2023;29/06/2023;2
28 Boulevard d'Athènes;;MARSEILLE 1ER ARRONDISSEMENT;201;05/11/2022;28/10/2022;3
1 avenue Archimède;;SAINT-QUENTIN;166;02/01/2025;24/12/2024;1
rue Bordebasse;;BLAGNAC;262;17/04/2023;11/04/2023;1
16 rue d'Edimbourg;;PARIS 8E ARRONDISSEMENT;90;25/03/2020;16/03/2020;2
67 avenue de Savoie;;ALLEVARD;125;03/08/2022;27/07/2022;2
16 avenue de Suzac;;SAINT-GEORGES-DE-DIDONNE;209;27/07/2022;20/07/2022;1
8 RUE GASTON LARRE;;BIARRITZ;70;10/10/2024;30/09/2024;2
CHEMIN DU PETIT PARADIS;;SAINT-RAPHAËL;66;29/03/2024;21/03/2024;5
162 AVENUE HENRI GINOUX;;MONTROUGE;94;18/06/2024;11/06/2024;4
Quartier Anse Mabouya;;SAINTE-LUCE;205;18/10/2023;09/10/2023;5
5 Rue de Nerbevaux;;FROUARD;205;16/11/2023;07/11/2023;2
21 avenue castellane;;PORT-VENDRES;87;08/05/2023;02/05/2023;5
3 Rue des 4 salines;;ROZ-SUR-COUESNON;144;27/05/2023;17/05/2023;4
95 route de Lyon;;SAVIGNEUX;100;12/10/2022;03/10/2022;4
Rue de l’Étang de l'Or;;CARNON;194;24/11/2022;15/11/2022;1
249 RUE NATIONALE 20;;SARAN;212;05/06/2023;30/05/2023;1
16 QUAI DE LA RÉPUBLIQUE;;TULLE;90;17/03/2024;11/03/2024;4
36 rue des sables blancs;;DOUARNENEZ;124;02/12/2020;24/11/2020;4
Route de plailly;;LA CHAPELLE-EN-SERVAL;157;18/02/2020;12/02/2020;5
65 impasse la Plaine;;SALAVAS;286;22/08/2022;12/08/2022;5
711 route de Gourette;;EAUX-BONNES;149;09/10/2024;30/09/2024;1
5644 route des marines de Borgu;;BORGO;84;21/06/2023;14/06/2023;2
19 avenue Stephen Pichon;;PARIS 13E ARRONDISSEMENT;179;24/03/2022;14/03/2022;5
15 rue Saint-Eloi;;COLMAR;177;25/11/2021;15/11/2021;2
6 rue des Trois Pierres;;EGUISHEIM;170;27/07/2021;22/07/2021;3
1 Rue de la Chapelle;;LE MESNIL-AMELOT;109;13/07/2023;07/07/2023;5
Route d'Harée;;CROZET;181;12/03/2020;02/03/2020;3
2 rue du Lieutenant Didier;;SAINTS-GEOSMES;141;27/11/2021;18/11/2021;2
40 AVENUE DE LA GARE;;ST CLAUDE;103;27/04/2024;17/04/2024;1
3 allée Cérès;;STRASBOURG;272;21/03/2024;11/03/2024;4
4 boulevard Raspail;;PARIS 7E ARRONDISSEMENT;169;21/02/2022;11/02/2022;3
112 rue de la chapelle;;BIDART;230;07/08/2024;29/07/2024;4
17 rue Casimir Périer;;LYON 2E ARRONDISSEMENT;249;22/02/2025;13/02/2025;3
881 avenue Pierre De Coubertin;;CARPENTRAS;285;09/05/2021;03/05/2021;4
12 avenue Simone Veil;;DÉCINES-CHARPIEU;118;19/08/2021;12/08/2021;5
63-65 rue Germaine Tillion;;COLOMBES;68;17/04/2023;12/04/2023;2
428 Allée Promenade du Bord du Lac;;AIX-LES-BAINS;61;11/09/2024;05/09/2024;1
37 Rue du Hameau;;PARIS;286;08/12/2023;30/11/2023;1
319 route du Littoral;;GASSIN;155;20/04/2024;15/04/2024;3
3 RUE VINCENT VAN GOGH;;VILLENAVE-D'ORNON;135;06/12/2023;27/11/2023;5
5 rue du clos Barbey;;SAINT-CONTEST;281;25/01/2024;17/01/2024;4
129 route de Strasbourg;;HAGUENAU;260;30/11/2022;21/11/2022;3
1 avenue de la Forêt de Haye;;VANDŒUVRE-LÈS-NANCY;270;26/09/2022;19/09/2022;5
10 IMPASSE ANDRE MARIE AMPERE;;VARENNES-VAUZELLES;100;30/10/2024;25/10/2024;3
28 rue de la rouelle;;-;91;08/03/2023;27/02/2023;1
2 Avenue de la Paix;;ASNIÈRES-SUR-SEINE;247;04/02/2025;27/01/2025;4
722 route Nationale 25;;POULAINVILLE;130;05/09/2024;28/08/2024;1
5 promenade de la Dives;;DIVES-SUR-MER;150;13/11/2021;03/11/2021;2
ROUTE DE CALAS;;CABRIÈS;145;23/09/2020;14/09/2020;5
12 rue de Lyon;;BREST;263;27/03/2022;21/03/2022;1
1 rue de la Ville;;HONFLEUR;297;14/03/2022;07/03/2022;1
Aire d'Erbrée;;ERBRÉE;68;01/01/2022;23/12/2021;5
Avenue Santa Maria;;CALVI;273;28/06/2023;21/06/2023;2
Charmettoger;;BOURG-SAINT-MAURICE;244;21/05/2022;12/05/2022;4
9 boulevard de la Plage;;ANDERNOS-LES-BAINS;261;07/07/2020;02/07/2020;5
rue du jardin alpin;;COURCHEVEL;221;22/02/2023;13/02/2023;5
289 cours Lauze de Perret;;APT;102;01/12/2020;23/11/2020;1
Lieu-dit le Chambon;;GLUIRAS;210;11/07/2024;04/07/2024;2
Rue Paul Bert;;LENS;215;17/12/2024;12/12/2024;1
23 Cami Nau;;OZON;219;15/07/2022;05/07/2022;5
3 route de Nîmes;;SAINT-HIPPOLYTE-DU-FORT;142;28/02/2023;21/02/2023;5
6 rue Pierre Brisson - Nieul-sur-l'Autise;;RIVES-D'AUTISE;202;31/03/2023;24/03/2023;4
8 Grand Rue;;TURCKHEIM;96;28/09/2022;22/09/2022;5
292 rue Nationale;;SAINT-GEORGES-D'OLÉRON;126;05/06/2022;30/05/2022;2
Lieu-dit La Montagne des Génisses;;MÂCOT-LA-PLAGNE;91;04/04/2022;28/03/2022;4
22 avenue de Villiers;;PARIS 17E ARRONDISSEMENT;242;26/05/2022;19/05/2022;3
Chemin de l'ermitage;;SAINT-CYR-AU-MONT-D'OR;258;24/12/2022;14/12/2022;5
route D158;;ANGÉ;268;18/09/2024;13/09/2024;4
4 allée des Vergers;;ROISSY-EN-FRANCE;203;23/10/2022;18/10/2022;4
2 avenue de La Marne;;COLMAR;133;05/08/2021;26/07/2021;2
73 grande rue;;BARBIZON;95;03/05/2024;24/04/2024;5
16 avenue Victor Pilhes;;TARASCON-SUR-ARIÈGE;144;08/02/2023;30/01/2023;5
4 rue de la Monnaie;;ARLES;213;31/10/2024;22/10/2024;2
2 Grand Rue;;RIBEAUVILLÉ;264;02/03/2022;25/02/2022;1
28 rue du Grand Faubourg;;CHARTRES;244;25/12/2022;19/12/2022;2
13 Route Nationale;;ARC-SUR-TILLE;110;28/06/2023;19/06/2023;3
5 Rue Samuel Legay;;BEAUNE;296;26/03/2024;21/03/2024;5
2890 route de Conques;;SALLES-LA-SOURCE;217;16/06/2023;07/06/2023;5
Route de Mont de Marsan;;CASTELJALOUX;139;12/12/2023;04/12/2023;4
2-4 rue de la balme;;BEYNAC-ET-CAZENAC;265;26/04/2024;18/04/2024;1
Résidence L'Incantu;;GALÉRIA;129;30/09/2023;22/09/2023;4
1 rue Boudeville;;TOULOUSE;195;01/07/2023;21/06/2023;2
centre du village;;AFA;217;08/12/2022;01/12/2022;3
3 rue du Rocher;;PARIS 8E ARRONDISSEMENT;233;15/03/2022;07/03/2022;3
400 avenue de l'Europe;;ÉPERNON;73;14/03/2020;05/03/2020;2
21 rue Baron de Chantal;;SAINT-MARTIN-DE-RÉ;149;10/11/2021;02/11/2021;2
80 chemin de la bastide;;SUZE-LA-ROUSSE;185;18/06/2021;11/06/2021;1
12 rue de Logelbach;;PARIS 17E ARRONDISSEMENT;262;13/07/2024;08/07/2024;1
Domaine du Château de La Borde;;VERNOU-EN-SOLOGNE;211;21/11/2022;14/11/2022;2
35, 37 quai jerome comparetti;;BONIFACIO;69;26/09/2022;16/09/2022;2
18 Rue Tronsson Ducoudray;;REIMS;260;17/09/2022;12/09/2022;2
622 route de Béol;;LE REPOSOIR;228;07/04/2022;01/04/2022;1
49 rue Pont Mortain;;LISIEUX;178;18/04/2024;09/04/2024;3
46 rue des Couteliers;;TOULOUSE;142;13/04/2022;05/04/2022;5
13 rue de Wimmenau;;REIPERTSWILLER;168;24/12/2021;17/12/2021;4
2 le Blanchot;;CROSSAC;227;01/05/2023;24/04/2023;1
sis le château de la foret;;CORNILLE;130;29/09/2022;21/09/2022;4
5 chemin de la Culée;;BOURGNEUF-EN-RETZ;172;03/05/2022;26/04/2022;1
Avenue de la falaise;;CHÂTELAILLON-PLAGE;179;22/11/2023;13/11/2023;4
Cournon;;LA GACILLY;214;30/12/2021;22/12/2021;2
20 bis Quai Dampierre;;TROYES;104;18/04/2023;12/04/2023;5
34 rue du maréchal joffre;;SALON-DE-PROVENCE;222;30/10/2020;21/10/2020;1
15 rue Lambert;;MULHOUSE;206;03/11/2022;24/10/2022;5
12 Rue de la Nauve;;COGNAC;194;18/07/2023;13/07/2023;2
13, rue du Maire Kuss;;STRASBOURG;133;09/05/2024;03/05/2024;4
32 rue Algésiras;;BREST;290;05/12/2023;27/11/2023;1
3 place Clémenceau;;SAINTE-ADRESSE;221;18/08/2023;10/08/2023;4
3 Rue Arthur Groussier;;PARIS;83;10/12/2023;05/12/2023;4
14 RUE DE LA MORANDE;;SAINTE-MARIE-DE-RÉ;177;10/10/2024;01/10/2024;1
5 Boulevard du Maréchal Leclerc;;BEAULIEU-SUR-MER;103;31/05/2022;24/05/2022;2
1184 route d'Albertville;;SAINT-JORIOZ;192;30/06/2021;25/06/2021;4
22 avenue de Bresse;;MONTRÉAL-LA-CLUSE;271;29/06/2021;21/06/2021;5
8 rue Saint-Sauveur;;MULHOUSE;232;26/11/2022;17/11/2022;2
410 rue du jardin alpin;;COURCHEVEL;97;26/12/2023;18/12/2023;2
6 rue de la papeterie;;MIMIZAN;258;13/12/2022;05/12/2022;3
17 rue de Milan;;PARIS 9E ARRONDISSEMENT;213;22/01/2023;17/01/2023;4
4 avenue Notre Dame;;ANTIBES;160;26/07/2022;19/07/2022;2
54 route de Boucan Canot;;SAINT-PAUL;213;25/12/2021;16/12/2021;2
Quai Albert 1er;;TROUVILLE-SUR-MER;247;28/05/2023;23/05/2023;2
515 route de carpentras;;MONTEUX;260;01/05/2023;25/04/2023;3
3 rue Lafaurie de Monbadon;;BORDEAUX;228;04/03/2020;26/02/2020;3
15 RUE SUFFREN;;NARBONNE;123;14/10/2023;06/10/2023;4
15 rue de Pont L'Abbé;;POULDREUZIC;227;04/07/2024;26/06/2024;1
104 rue Cardinet;;PARIS 17E ARRONDISSEMENT;61;24/06/2023;14/06/2023;3
37 rue Raymond Poincaré;;DUNKERQUE;86;28/09/2023;21/09/2023;1
26 boulevard philippe jourde;;CARRY-LE-ROUET;182;21/01/2023;16/01/2023;2
2 rue Victor Millot;;BEAUNE;62;25/12/2022;16/12/2022;2
1 avenue des Thermes Romains;;BALARUC-LES-BAINS;195;31/07/2022;22/07/2022;3
21 avenue sadi carnot, le central hôtel bar;;OLORON-SAINTE-MARIE;287;02/07/2023;27/06/2023;3
2087 Route des Miaz;;CORDON;104;17/07/2023;11/07/2023;5
89 RUE PASTEUR;;SAINT-AUBIN-SUR-MER;161;27/04/2024;22/04/2024;2
1348 Avenue des Sources;;PRÉCHACQ-LES-BAINS;285;10/01/2023;05/01/2023;5
87 cours Pasteur;;SAINT-MARTIN-DE-RÉ;179;02/04/2022;23/03/2022;1
29 bis Rue Bobby Sands;;SAINT-HERBLAIN;255;06/02/2025;28/01/2025;5
6 PLACE DES FUSILLE;;CORCIEUX;113;09/03/2020;03/03/2020;3
1090 avenue du Colonel Brooke;;SAINT-RAPHAËL;213;06/11/2022;28/10/2022;4
Chemin des jeux de maï;;MANE;285;24/01/2024;16/01/2024;1
11 place Michelet;;SAINT-GEORGES-DE-DIDONNE;205;12/05/2021;07/05/2021;2
Rue de la Perpoise;;JARD-SUR-MER;203;21/10/2021;13/10/2021;4
1 rue Bayard;;PARIS;272;30/04/2024;23/04/2024;4
117 rue Lauriston;;PARIS 16E ARRONDISSEMENT;224;10/03/2022;01/03/2022;1
La Briandais;;MISSILLAC;297;23/08/2024;14/08/2024;3
5 route de la Corniche;;ROLLEBOISE;136;01/02/2023;25/01/2023;3
Rue Elsa Triolet;;MARSEILLE 8E ARRONDISSEMENT;198;15/11/2022;07/11/2022;3
8 place de la Fare;;VAUJANY;282;04/07/2022;24/06/2022;3
1000 rue Briquet Taillandier;;ANZIN-SAINT-AUBIN;274;11/02/2022;01/02/2022;1
13 route de Ploubalay;;TADEN;183;01/05/2022;26/04/2022;4
1 Rue de l'Île Gavrinis;;BADEN;161;09/01/2023;02/01/2023;1
505 rue des moulins;;LA CHAUSSÉE-D'IVRY;166;07/05/2023;02/05/2023;4
47 rue Beaunier;;PARIS;222;06/06/2024;27/05/2024;1
8-10 rue Romiguières;;TOULOUSE;87;06/02/2022;01/02/2022;1
17 Quai marechal de lattre de tassigny;;SÈTE;81;21/03/2022;14/03/2022;1
1 porte de Paris;;MAUBEUGE;169;06/07/2021;01/07/2021;4
5102 rue chante le vent;;MONTGENÈVRE;168;06/05/2023;27/04/2023;3
84 rue du Redon;;PONT-RÉAN;62;15/08/2022;10/08/2022;3
6 place Manuel;;BARCELONNETTE;241;04/04/2022;25/03/2022;3
1 rue de la gare;;MUNSTER;237;09/05/2023;03/05/2023;5
2/4 avenue des états-Unis;;PLOMBIÈRES-LES-BAINS;262;02/03/2023;20/02/2023;4
51 rue Faidherbe;;LILLE;71;09/10/2024;03/10/2024;4
2 rue gendarme Duchatel;;AUPS;222;24/12/2023;14/12/2023;2
Les jardins du casino;;CABOURG;188;26/05/2023;17/05/2023;3
