Colonne1;Nom;nbr_place;Prix;Description;Durée;Période
CHUFFILLY-ROCHE;Sentier découverte sur les pas de Rimbaud;1;16;"Départ de Roche.  Nous vous invitons à marcher sur les pas du poète Arthur Rimbaud et à découvrir, sur un circuit de 7 km, les liens qui ont existé entre le village de Roche et Arthur Rimbaud.  Suivez le circuit n°34 des ""Balades sur les Crêtes"" qui vous réserve des surprises tout au long du chemin.";02:54:59;SOIR
GIVONNE;Les industries du Givonnais à cheval;5;20;C’est une ancienne usine comme en témoigne la présence d’étangs en amont de la bâtisse transformée peu après 1870 en maison de maître.Emprunter le chemin qui mène vers Givonne puis l’ancienne route jusqu’à Illy. Tout en haut, le point de vue de la forêt domaniale permet d’admirer la vallée de la Givonne vers l’amont. Prendre à droite vers le terrain de foot à Illy, passage vers une usine récente. Redescendre ensuite vers la vallée de la Givonne, en longeant le bois Talot. On arrive sur le « Bouillonnais » il s’agit du remblai d’une ancienne voie de chemin de fer qui fut construite entre 1903 et 1910 pour relier les vallées de la Meuse, de la Givonne et de la Semoy jusqu’en 1933.Remonter le Bouillonnais le long du ruisseau de la Hâtrelle jusqu’au lieu dit « La Bacoulette », ancienne usine rénovée en maison d’habitation dans les années 1980. Quitter le tracé du Bouillonnais puis passer par l’ancien moulin de la Hâtrelle transformé en maison de campagne. Au carrefour, une maison forte qui faisait partie de la ligne Maginot est à l’abandon.Il faut ensuite revenir sur le Bouillonnais entre les deux viaducs. Environ 4km plus loin rejoindre la route forestière du Douaire qui descend jusqu’au « ruisseau des dix frères » avec une retenue d’eau récente et un escalier à truite. Suivre la rive gauche de ce ruisseau jusqu’à son confluent avec la Givonne au lieu-dit « les Glaynées » où se situe la première usine le long de la rivière.En continuant rive droite on observe d’autres vestiges d’usines (retenues d’eau, quelques ruines) jusqu’au château d’Olly. Remonter ensuite en forêt pour suivre la Givonne rive gauche. On peut alors voir successivement : le Warcan, le Chataimont, la Jacquemotte et le Lamoir. Autant d’anciennes usines rénovées avec leurs retenues d’eau et leurs architectures caractéristiques.Merci à Mme Durand, Ferme équestre de la Chenaie et à Mme Stackler, Domaine des Prés Saint Rémy pour cette idée de circuit et son descriptif.Le tracé de ce circuit est donné à titre indicatif. Pour effectuer cette randonnée il est préférable de se munir de la carte IGN 1/25000 (série bleue) 3109 O Bouillon;00:07:20;MATIN
FLIZE;Balade à vélo dans le Pays des Sources et dans les Crêtes;6;18;32 km – 2 h Niveau moyen A vélo · Situation : Elan à 15 km au sud-est de Charleville-Mézières · Balisage : non;04:39:38;APRES-MIDI
FLIZE;Balade à vélo dans le Pays des Sources et dans les Crêtes;3;13;32 km – 2 h.Niveau moyen.A vélo.· Situation : Elan à 15 km au sud-est de Charleville-Mézières · Balisage : non;01:19:50;APRES-MIDI
SERY;Sentier de découverte des Monts de Sery;6;19;"Les anciens racontent que le géant Gargantua, de passage dans la région, aurait secoué ici ses bottes pleines de terre : deux grosse mottes en seraient tombées… et auraient formé les monts de Sery ! Sur chacune de ces buttes, partez à la découverte d'un ancien camp romain et d'une flore exceptionnelle. Ce site est un témoin archéologique de l'occupation dans romaine dans la région. La voie romaine Reims-Charleville passait au pied des Monts de Sery. Il aurait vraisemblablement un passé plus ancien, qui remonte à l'époque celtique, ou l'on pense qu'il servait de lieu de culte solaire. Il apparait aussi au centre des rites religieux anciens et parallèlement au cœur de nombreuses légendes locales. Cet endroit est aussi appelé ""Montagne des Fées"", car son sommet était le lieu d'élection des sorcières, lutins et esprits en tous genre. Son isolement et sa morphologie en font le point dominant du Porcien, même s'il n'en est pas le point culminant.Le sentier botanique vous donnera toutes les informations sur la faune et la flore locale. Parking en bas des monts, sentiers de 2 et 3,5 km. Vous aurez une vue sur plus de 30 kilomètres à la ronde.";04:59:43;MATIN
LUTTENBACH-PRÈS-MUNSTER;Balade ferme-auberge Kahlenwasen : goûter la paix…;4;10;Située à 1060 m, la ferme-auberge du Kahlenwasen se découvre, majestueuse, au pied du Petit Ballon. Elle est proche d’un des hauts lieux énergétiques des Vosges, le Steinberg.;00:09:54;SOIR
RHODES;Circuit des étangs - Rhodes - gondrexange - rechicourt;6;16;Le pays des Etangs est le paradis du cyclotourisme tant les paysages sont attachants, reposants et les routes vraiment sympathiques à vélo. Au départ du petit village de Rhodes au bord de l'étang du Stock vous suivrez les douces ondulations du paysage qui vous mèneront à travers la campagne et la nature encore très préservées de ce coin de Moselle dans le Parc Naturel Régional de Lorraine.;01:07:46;APRES-MIDI
RHODES;Circuit des étangs - Rhodes - lindre - canal;4;16;"Le pays des Etangs est le paradis du cyclotourisme tant les paysages sont attachants, reposants et les routes vraiment sympathiques à vélo. Au départ du petit village de Rhodes au bord de l'étang du Stock vous suivrez les douces ondulations du paysage qui vous mèneront à travers la campagne et la nature encore très préservées de ce coin de Moselle dans le Parc Naturel Régional de Lorraine. Vous aurez tout loisir à vous attarder sur des panoramas extraordinaires comme à Tarquimpol ou à éveiller votre curiosité à la maison à colombage ""du Clément"".";00:02:24;APRES-MIDI
THÉSÉE;Archéologie et viticulture;6;13;"Situé sur les bords du Cher, à une dizaine de kilomètres du célèbre ZooParc de Beauval, Thésée est une étape incontournable pour les amateurs d'archéologie et de gastronomie. Ce village viticole vous dévoilera une partie de ses atouts le long du circuit ""Archéologie et viticulture"".";02:23:42;MATIN
THÉSÉE;Chemin des panoramas;2;12;"Village viticole de la Vallée du Cher, non loin du ZooParc de Beauval, Thésée ne manque pas d'intérêt ! Entre vestiges archéologiques et étendues de vignes, vous découvrirez tout le charme de cette commune en randonnant sur le ""Chemin des panoramas"".";00:37:17;APRES-MIDI
MÉHERS;Chemin des étangs;6;19;"Située aux confins de la Touraine et de la Sologne, à une quinzaine de kilomètre au nord du célèbre ZooParc de Beauval, la commune de Méhers se découvre entre vigne et forêt. De petits trésors patrimoniaux vous attendent également le long du parcours ""Chemin des étangs"". Bonne promenade !";04:03:57;SOIR
SAINT-JEAN-ET-SAINT-PAUL;Randonnée De Saint-Jean d'Alcas au plateau de Mascourbes;6;20;A la découverte de mégalithes...;01:36:15;APRES-MIDI
SAINT-JEAN-ET-SAINT-PAUL;Circuit VTT Les avants-causses du Larzac;6;13;Du plateau de Mascourbe à la falaise de Louradou, en passant par le plateau de l'Imbernas, ce parcours sillonne les avants-causses du Larzac en traversant de nombreuses fermes et villages. Il conviendra aux vététistes aguerris.;00:40:33;APRES-MIDI
RÉQUISTA;Le circuit des 10 plus beaux villages de France : Etape N°5 : Réquista - Najac;3;17;Entre causses et vallées, montagnes et gorges, cet itinéraire vous fera découvrir les 10 Plus Beaux Villages de l'Aveyron dont Estaing dans la magnifique et verdoyante vallée du Lot, Najac surplombant les gorges de l'Aveyron ou encore Conques et son trésor... Des hauts plateaux de l'Aubrac en passant par les gorges du Tarn, ce circuit couvre la totalité du département. D'un niveau moyen, ce parcours alterne les difficultés tout au long du séjour.;00:22:20;APRES-MIDI
RÉQUISTA;Lac de Lacroux ou de Lincou;1;14;Très beau petit lac aménagé dans un coin de la vallée du Tarn trop méconnu.;00:36:10;SOIR
RÉQUISTA;Le Tarn au pont des Hirondelles ou pont de Girbes (lâchers de truites);2;16;Magnifique parcours à la limite du barrage de Lacroux;00:53:00;APRES-MIDI
MOSTUÉJOULS;Randonnée Liaucous;6;14;PR 41, les corniches du Tarn. Parcourir les gorges du Tarn en suivant les corniches, permet de découvrir des sites impressionnants et surprenants, ainsi qu'une faune et une flore bien spécifiques.;00:56:05;MATIN
SALLES-CURAN;"Circuit vélo route ""Lac de Pareloup""";3;13;Partez à la découverte des méandres de la plus emblématique des retenues hydroélectriques du Lévézou. Avec ses 1 260 ha et ses 130 km de berges, le lac de Pareloup est le 5ème plus grand lac de France.;01:23:47;MATIN
SALLES-CURAN;Lac de Pareloup;1;16;L'immensité comme terrain de jeu : lac de barrage situé sur le plateau du Lévézou à plus de 800 m d'altitude.;03:44:27;SOIR
SALLES-CURAN;"Randonnée ""Vierge des Lacs""";3;13;Une balade familiale qui offre un point de vue exceptionnel sur le lac de Pareloup.;00:19:23;MATIN
SALLES-CURAN;Lac de Pareloup;3;15;;03:25:20;MATIN
BEL-AIR-VAL-D'ANCE;Bel Air;3;16;De belles vues sur les reliefs de la Haute Loire;00:58:12;APRES-MIDI
SAINT-MIHIEL;ROUTE LIGIER RICHIER;3;19;"C'est en Meuse, à Saint-Mihiel, que naquit un des plus remarquables sculpteurs de la Renaissance : Ligier Richier. Ses œuvres inestimables sont toujours visibles à  Saint-Mihiel, Bar-le-Duc, Clermont-en-Argonne, Etain, Génicourt-sur-Meuse et Hattonchâtel. La Route Ligier Richier offre l'occasion de parcourir la Meuse sur le thème des plus belles sculptures de la Renaissance Lorraine. 

L'ouverture des sites est assurée au minimum les week-ends et jours fériés du 1er mai au 30 septembre. 2 boucles de 145 et 117 km signalisées permettent de relier les sites des œuvres de Ligier Richier : 

- Saint-Mihiel : Le Sépulcre à l'église Saint-Etienne, la Pâmoison de la Vierge à  l'église Saint-Michel, Sainte-Elisabeth au musée d'art sacré
- Hattonchâtel : Le Retable de la Passion à la Collègiale Saint-Maur 
- Etain : La Piètà à l'église Saint-Martin
- Génicourt sur Meuse : La Dame de Génicourt à  l'église Sainte-Marie Madeleine 
- Clermont en Argonne : La Sainte Femme au Bonnet à  l'église Saint-Didier
- Bar-le-Duc : Le Squelette et le Crucifié entre les deux larrons à l'église Saint-Etienne.";01:33:31;APRES-MIDI
SAINT-MIHIEL;CIRCUIT DE DÉCOUVERTE : SAINT-MIHIEL;2;16;"Comptant parmi les sites les plus remarquables de la Meuse, Saint-Mihiel possède un riche patrimoine, témoin de son passé artistique et spirituel florissant. Laissez-vous conter l'histoire de son ancienne abbaye bénédictine et laissez-vous surprendre par ses élégantes demeures et hôtels particuliers. 
16 panneaux équipés de flashcodes jalonnent votre parcours, vous dévoilent l'histoire et le patrimoine de cette cité qui vit naître au XVIe siècle l'un des artistes les plus talentueux de la Renaissance en Lorraine, le sculpteur Ligier Richier.";00:42:44;MATIN
SAINT-MIHIEL;GS1 RACCOURCI SENTIER HISTORIQUE DU SAILLANT DE SAINT-MIHIEL;6;11;"Août 1914. L'objectif de l'Allemagne est alors la prise de Verdun. Le maréchal Joffre  et l'état-major français pensent que les troupes allemandes prendront Verdun par l'Argonne à l'ouest et désarment la garnison de Saint-Mihiel pour renforcer les troupes françaises à l'ouest, considérant que les troupes allemandes ne pourront franchir les terres marécageuses de la Woëvre et la barrière que constituent les Côtes de Meuse. Saint-Mihiel est désarmé, la défense du  Fort du Camp des Romains dominant la ville et la vallée est considérablement réduite. Les troupes allemandes contre toute attente franchissent cette ""barrière"", le Fort tombe en quelques heures, Saint-Mihiel est envahie. 
Les troupes françaises bloquent l'invasion sur les Côtes de Meuse et au Bois d'Ailly. Le Saillant de Saint-Mihiel est constitué. 

Cette randonnée de 12 km (alors que le sentier historique chemine sur 17km), peu difficile, va vous mener à la découverte des lieux de combat où les troupes vont se faire face durant 4 ans.

Ce chemin vous conduit d'abris divers, à des tranchées (bétonnées pour les allemandes), blockhaus, lieux de ravitaillement (sources). Ne vous éloignez pas du sentier balisé, soyez prudents aux abords des vestiges de construction, ne ramassez pas de munitions régulièrement découvertes. De nombreux piquets, barbelés, queues de cochon, constituent autant de dangers recouverts bien souvent par une végétation épineuse... 

Sentier balisé par La Grolle Sammielloise.";00:18:11;APRES-MIDI
SAINT-MIHIEL;GS11 LE CAMP DES ROMAINS;3;19;"Randonnée à faire en famille au départ du centre-ville. Parcours varié, souvent ombragé sur une distance de 6 km pour un dénivelé de 154 m.
Après être passé dans le Vieux Bourg devant quelques bâtisses classées (ou inscrites) monuments historiques ou encore la Collégiale St Étienne abritant un sépulcre réputé de Ligier Richier, vous montez à droite devant le Café des Arcades, autrefois Auberge de la Couronne, permettant aux visiteurs au XVIème siècle d'y passer la nuit dans l'attente de la réouverture des Portes de la Ville au matin. Vous laissez sur votre gauche l'ancien Couvent des Minimes et le vieux lavoir, pour emprunter la route montant légèrement (ancienne route de Commercy / Route du Bois d'Ailly). 
Suivez le fléchage à droite et profitez du point de vue sur les massifs boisés des Côtes de Meuse. Plus loin après l'aire d'envol des parapentes, vous admirerez le point de vue suivant sur la vallée Sud de la Meuse et ses villages. Vous contourner le Fort (interdit d'accès pour raisons de sécurité). Le fort tire son nom de son emplacement sur un ancien oppidum romain. 
Profitez encore du superbe point de vue en direction du Nord, la vallée de la Meuse, la ville et en arrière-plan, celles qui constituent le blason de St Mihiel, les Roches ou Dames de Meuse vestiges de massifs coralliens. 

Bonne balade. 

Sentier balisé par La Grolle Sammielloise.";04:18:27;MATIN
SAINT-MIHIEL;GS6 LES 7 BORNES - LES 7 CHÊNES;6;15;"Cette randonnée vous offre un parcours varié peu difficile de 21, 5 km au départ de la Base de Plein Air. Il vous entraîne après la sortie de la ville, entre plaines collines, en partie ombragé en forêt. Cette randonnée tire son nom de curiosités que vous allez rencontrer, entre autres:
- des bornes, portant différents signes attribués à des ordres religieux et marquaient vraisemblablement les limites d'intervention des différentes abbayes. L'une est encore bien visible (sigle des Prémontrés), les 6 autres sont cachées en forêt.
- Une surprenante cépée de 7 chênes.
Vous passerez devant un observatoire astronomique,
Profitez du magnifique point de vue qui s'offre à vous sur quasiment 300 °.
Bonne randonnée.

Sentier balisé par La Grolle Sammielloise.";02:50:13;MATIN
SAINT-MIHIEL;GS3 MARSOUPE VALBOIS;1;18;"Très belle randonnée au départ du centre-ville. Parcours la plupart du temps ombragé sur une distance de 20,5 km pour un dénivelé de 310m.
Après être passé dans le Vieux Bourg devant quelques bâtisses classées (ou inscrites) monuments historiques ou encore la Collégiale St Étienne abritant un sépulcre réputé de Ligier Richier ou encore un lavoir ancien, la randonnée vous emmène sur un agréable parcours champêtre en grande partie ombragé. Il ne présente pas de difficultés particulières hormis quelques pentes accentuées.  Il va vous conduire à la découverte de sources, des fontaines, menhir, points de vue et chapelle. 
A l’aller, sur le point le plus haut de cette randonnée, vous passerez devant le mégalithe (menhir) de la Damechonne ou encore Dame Schone (période du Néolithique 1800 av JC) dont l’origine du nom germanique, « Dame Schone » ou plus simplement « schoene », qui se traduit par « Belle Dame », est inconnue. A priori très ancien, est-il à rapprocher du fait que les Duchés de Lorraine et de Bar furent des Etats appartenant au Saint-Empire Romain Germanique ? L’allemand y fut donc une langue naturellement utilisée.
Le terme de « belle dame » est à rapprocher aux croyances des fées. Les fées sont en effet très communes en Lorraine et faisaient suite aux « Fata », des  déesses celtiques.
Des soldats allemands y gravèrent des inscriptions et des croix de fer durant la Grande Guerre. On peut ainsi lire sur le menhir : « Mit Gott für Vaterland 1914-1915 » souligné de deux palmes.
Vous traverserez le village de Varvinay, composante de la commune de Valbois, résidence d'un sculpteur meusien à l'entrée du village. 
L’ancien lavoir du village mérite un arrêt.
Sur le retour, vous passerez à proximité de la Chapelle de la Vierge des Prés, ancien lieu de pèlerinage et dont l'eau de sa source, guérit dit on les maladies des yeux.
Bonne randonnée

Sentier balisé par La Grolle Sammielloise.";02:47:51;APRES-MIDI
